usuario,categorias,numero_articulos,fecha,precio,valoracion,comentarios,proveedores,ciudad
287,Ropa,3,Primavera,403.16,2.5,no llego en tiempo,Levis,Las Palamas de GC
287,Zapatos,9,Primavera,481.71,3.6,buena relacion calidad-precio,Skechers,Las Palamas de GC
287,Juguetes,5,Primavera,181.33,4.2,justo lo que esperaba,Lego,Las Palamas de GC
287,Cocina,8,Primavera,81.92,1.0,no llego el producto,Bimbo,Las Palamas de GC
287,Baño,11,Primavera,414.34,1.7,el paquete llego en mal estado,Cif,Las Palamas de GC
287,Deporte,8,Primavera,260.74,4.9, muy bueno!,Under Armour,Las Palamas de GC
287,Zapatos,1,Primavera,315.47,4.9, muy bueno!,Skechers,Las Palamas de GC
287,Ferreteria,1,Primavera,397.28,0.9,no cumple las expectativas,3M,Las Palamas de GC
287,Juguetes,9,Verano,457.6,3.6,buena relacion calidad-precio,Chicco,Las Palamas de GC
287,Libros,3,Verano,464.88,0.5,muy malo,Platena Comic,Las Palamas de GC
287,Juguetes,6,Verano,382.11,2.4, la calidad no es la esperada,Lego,Las Palamas de GC
287,Ferreteria,2,Primavera,453.44,0.6,no cumple las expectativas,Yale,Las Palamas de GC
287,Zapatos,4,Otoño,290.23,2.9, cumple las expectativas,Crocs,Las Palamas de GC
287,Baño,2,Primavera,90.1,0.2,no cumple las expectativas,KH7,Las Palamas de GC
287,Electronica,3,Otoño,166.48,3.4, cumple las expectativas,Sony,Las Palamas de GC
287,Deporte,11,Primavera,267.93,0.9,muy malo,Under Armour,Las Palamas de GC
287,Accesorios,6,Verano,313.92,3.8,justo lo que esperaba,Bimba y Lola,Las Palamas de GC
287,Juguetes,5,Primavera,67.07,0.4,muy malo,Fisher-price,Las Palamas de GC
288,Hogar,2,Otoño,268.16,1.5,muy malo,Henkel,Gijón
288,Accesorios,1,Primavera,319.27,3.8,justo lo que esperaba,Ray-ban,Gijón
288,Juguetes,3,Primavera,76.38,3.7, muy bueno!,Playmobile,Gijón
288,Libros,1,Primavera,84.0,0.9,muy malo,Platena Comic,Gijón
288,Baño,7,Primavera,57.99,0.2,muy malo,Cif,Gijón
288,Zapatos,4,Verano,418.49,1.1,no llego el producto,Skechers,Gijón
288,Cocina,1,Otoño,406.88,4.2, muy bueno!,Flora,Gijón
288,Hogar,6,Otoño,485.13,3.5,llego justo a tiempo,Colgate - palmolive,Gijón
288,Accesorios,1,Otoño,138.26,2.3,no llego en tiempo,Ray-ban,Gijón
288,Ferreteria,2,Otoño,17.86,4.2, muy bueno!,Sika,Gijón
288,Electronica,2,Otoño,276.84,0.9,no llego el producto,Sony,Gijón
288,Accesorios,10,Primavera,120.15,0.5,no cumple las expectativas,Polo,Gijón
288,Cocina,10,Otoño,412.36,4.4, muy bueno!,Oscar mayer,Gijón
288,Accesorios,11,Verano,285.94,1.9,el paquete llego en mal estado, Michael Kors,Gijón
288,Juguetes,4,Verano,113.64,1.6, la calidad no es la esperada,Fisher-price,Gijón
288,Hogar,6,Primavera,64.5,4.7,justo lo que esperaba,Vileda,Gijón
288,Baño,4,Otoño,323.25,0.9,no llego el producto,Cristasol,Gijón
288,Zapatos,8,Primavera,111.32,0.1,no cumple las expectativas,Crocs,Gijón
288,Accesorios,8,Primavera,478.52,3.8, muy bueno!,Bimba y Lola,Gijón
288,Zapatos,10,Otoño,209.18,4.6,justo lo que esperaba,Skechers,Gijón
288,Ferreteria,8,Verano,408.24,3.1,llego justo a tiempo,3M,Gijón
288,Juguetes,11,Otoño,196.51,4.7,justo lo que esperaba,Fisher-price,Gijón
288,Hogar,10,Primavera,357.96,3.3,me gusto,Unilever,Gijón
288,Baño,3,Primavera,485.47,1.5,muy malo,Don limpio,Gijón
288,Hogar,2,Otoño,223.8,3.7,buena relacion calidad-precio,Unilever,Gijón
289,Deporte,7,Verano,235.79,4.4,buena relacion calidad-precio,Adidas,Alicante
289,Baño,1,Primavera,437.79,3.6,justo lo que esperaba,Don limpio,Alicante
289,Zapatos,4,Primavera,164.03,2.3,el paquete llego en mal estado,Camper,Alicante
289,Baño,11,Verano,9.0,4.5,buena relacion calidad-precio,Don limpio,Alicante
289,Ropa,4,Verano,270.57,2.0, la calidad no es la esperada,Roxy,Alicante
289,Cocina,8,Primavera,292.17,3.4,llego justo a tiempo,Bimbo,Alicante
289,Zapatos,2,Primavera,359.76,2.2,el paquete llego en mal estado,Skechers,Alicante
289,Ropa,4,Otoño,494.58,4.5,justo lo que esperaba,Lacoste,Alicante
289,Hogar,10,Primavera,337.3,1.4,no cumple las expectativas,Unilever,Alicante
290,Deporte,9,Verano,401.91,2.0,no llego en tiempo,Adidas,Valladolid
290,Accesorios,6,Primavera,383.78,4.5,buena relacion calidad-precio,Bimba y Lola,Valladolid
290,Baño,4,Verano,225.2,3.8,buena relacion calidad-precio,Cristasol,Valladolid
290,Cocina,10,Primavera,355.73,1.5,no llego el producto,Nescafe,Valladolid
290,Baño,1,Primavera,224.68,4.7,justo lo que esperaba,KH7,Valladolid
290,Libros,2,Primavera,315.78,3.9,buena relacion calidad-precio,Platena Comic,Valladolid
290,Cocina,4,Primavera,167.03,4.4,buena relacion calidad-precio,Nescafe,Valladolid
290,Hogar,1,Primavera,127.16,2.2, la calidad no es la esperada,Vileda,Valladolid
290,Hogar,4,Primavera,50.65,4.1,justo lo que esperaba,Unilever,Valladolid
290,Juguetes,9,Verano,153.82,3.6,justo lo que esperaba,Fisher-price,Valladolid
290,Electronica,8,Primavera,217.34,0.6,no cumple las expectativas,Apple,Valladolid
290,Hogar,5,Verano,109.41,2.4,no llego en tiempo,Vileda,Valladolid
290,Juguetes,5,Primavera,477.72,2.5,el paquete llego en mal estado,Playmobile,Valladolid
290,Ropa,2,Primavera,26.27,2.3, la calidad no es la esperada,Hollister,Valladolid
290,Electronica,6,Otoño,60.86,2.4,no llego en tiempo,General Electric,Valladolid
290,Accesorios,8,Otoño,457.06,1.4,no cumple las expectativas,Polo,Valladolid
290,Libros,5,Primavera,122.88,0.7,no llego el producto,Valdemar,Valladolid
290,Electronica,7,Otoño,425.66,1.1,no cumple las expectativas,General Electric,Valladolid
290,Accesorios,1,Primavera,201.65,0.9,no cumple las expectativas,Polo,Valladolid
290,Juguetes,10,Verano,38.15,0.7,no llego el producto,Chicco,Valladolid
290,Cocina,7,Primavera,446.26,4.5,justo lo que esperaba,Bimbo,Valladolid
290,Zapatos,10,Otoño,322.98,3.5,me gusto,Camper,Valladolid
291,Deporte,10,Primavera,266.5,2.8,llego justo a tiempo,Nike,Cordoba
291,Accesorios,10,Primavera,169.35,3.3,me gusto,Polo,Cordoba
291,Deporte,1,Primavera,42.94,1.9,el paquete llego en mal estado,Asics,Cordoba
291,Hogar,4,Verano,210.37,0.1,no cumple las expectativas,Unilever,Cordoba
291,Libros,1,Verano,8.16,3.5,me gusto,Alianza Editorial,Cordoba
291,Ropa,7,Verano,492.74,4.4, muy bueno!,Roxy,Cordoba
291,Accesorios,2,Otoño,114.63,4.3, muy bueno!,Bimba y Lola,Cordoba
291,Juguetes,2,Primavera,27.7,2.7,me gusto,Playmobile,Cordoba
291,Juguetes,2,Primavera,237.11,0.6,no llego el producto,Chicco,Cordoba
291,Juguetes,11,Primavera,324.14,4.1, muy bueno!,Lego,Cordoba
291,Deporte,1,Otoño,64.84,1.2,muy malo,Asics,Cordoba
291,Ropa,4,Otoño,90.89,4.4, muy bueno!,Roxy,Cordoba
291,Accesorios,8,Verano,363.35,3.1,me gusto, Michael Kors,Cordoba
291,Baño,2,Otoño,147.56,3.9,justo lo que esperaba,Cif,Cordoba
292,Baño,4,Primavera,300.08,3.4,llego justo a tiempo,Don limpio,Bilbao
292,Ferreteria,3,Otoño,62.04,0.7,no cumple las expectativas,Sika,Bilbao
292,Hogar,8,Primavera,45.97,0.7,no cumple las expectativas,Colgate - palmolive,Bilbao
292,Libros,5,Verano,344.04,3.6,buena relacion calidad-precio,Alianza Editorial,Bilbao
292,Baño,8,Verano,499.03,4.4,buena relacion calidad-precio,Cristasol,Bilbao
292,Libros,11,Primavera,6.75,3.0,llego justo a tiempo,Alianza Editorial,Bilbao
292,Hogar,1,Primavera,154.26,3.6,buena relacion calidad-precio,Colgate - palmolive,Bilbao
292,Libros,5,Verano,495.47,0.2,no cumple las expectativas,Valdemar,Bilbao
292,Zapatos,1,Primavera,117.78,0.0,no llego el producto,Crocs,Bilbao
292,Hogar,2,Primavera,417.32,4.8,justo lo que esperaba,Vileda,Bilbao
292,Accesorios,7,Verano,49.15,1.8, la calidad no es la esperada,Bimba y Lola,Bilbao
292,Cocina,3,Verano,327.29,4.7,justo lo que esperaba,Oscar mayer,Bilbao
292,Cocina,2,Verano,90.28,1.4,no llego el producto,Bimbo,Bilbao
292,Accesorios,11,Verano,230.4,3.7,buena relacion calidad-precio,Ray-ban,Bilbao
292,Baño,6,Verano,320.52,4.1, muy bueno!,Cristasol,Bilbao
292,Ferreteria,8,Otoño,402.4,4.0,justo lo que esperaba,3M,Bilbao
292,Ferreteria,9,Primavera,280.43,2.7, cumple las expectativas,3M,Bilbao
292,Cocina,1,Otoño,122.2,4.0,buena relacion calidad-precio,Oscar mayer,Bilbao
292,Baño,3,Primavera,259.97,1.3,no cumple las expectativas,Cif,Bilbao
292,Ferreteria,1,Verano,207.79,4.5,buena relacion calidad-precio,3M,Bilbao
293,Ferreteria,1,Otoño,470.33,4.7,buena relacion calidad-precio,Sika,Gijón
293,Accesorios,10,Verano,182.02,2.0,el paquete llego en mal estado,Polo,Gijón
293,Hogar,9,Primavera,445.91,2.2, la calidad no es la esperada,Colgate - palmolive,Gijón
293,Hogar,7,Otoño,367.41,4.8,justo lo que esperaba,Henkel,Gijón
293,Accesorios,5,Primavera,59.78,3.3,me gusto,Polo,Gijón
293,Accesorios,3,Primavera,28.54,4.0,justo lo que esperaba,Polo,Gijón
293,Zapatos,9,Primavera,435.27,1.6, la calidad no es la esperada,Skechers,Gijón
293,Electronica,5,Otoño,155.17,2.7, cumple las expectativas,General Electric,Gijón
293,Baño,6,Primavera,137.4,1.2,no cumple las expectativas,KH7,Gijón
293,Accesorios,11,Verano,294.32,3.9,justo lo que esperaba,Bimba y Lola,Gijón
293,Accesorios,6,Primavera,272.37,2.0,el paquete llego en mal estado,Bimba y Lola,Gijón
293,Zapatos,7,Otoño,269.18,3.2, cumple las expectativas,Skechers,Gijón
293,Zapatos,2,Otoño,444.74,0.2,no llego el producto,Camper,Gijón
293,Deporte,6,Primavera,424.56,2.0,el paquete llego en mal estado,Under Armour,Gijón
293,Accesorios,10,Primavera,278.81,1.6,el paquete llego en mal estado, Michael Kors,Gijón
293,Ferreteria,2,Verano,300.79,2.1,no llego en tiempo,Pavco,Gijón
293,Deporte,7,Otoño,406.88,1.0,muy malo,Adidas,Gijón
293,Zapatos,3,Verano,65.51,1.2,no cumple las expectativas,Camper,Gijón
293,Ropa,7,Otoño,24.01,2.1, la calidad no es la esperada,Lacoste,Gijón
293,Libros,4,Primavera,398.0,4.1,justo lo que esperaba,Valdemar,Gijón
294,Electronica,2,Otoño,18.08,0.6,muy malo,Sony,Valladolid
294,Hogar,11,Otoño,494.99,3.9,justo lo que esperaba,Vileda,Valladolid
294,Baño,2,Otoño,388.84,0.7,no cumple las expectativas,Cristasol,Valladolid
294,Baño,7,Otoño,363.71,0.1,no llego el producto,Cif,Valladolid
294,Accesorios,3,Otoño,222.92,4.3,justo lo que esperaba,Bimba y Lola,Valladolid
294,Ropa,6,Primavera,212.13,0.1,no llego el producto,Hollister,Valladolid
294,Ropa,11,Primavera,157.81,2.3,no llego en tiempo,Lacoste,Valladolid
294,Zapatos,10,Primavera,267.58,1.5,no cumple las expectativas,Skechers,Valladolid
294,Ropa,10,Primavera,271.49,0.6,no cumple las expectativas,Lacoste,Valladolid
294,Zapatos,4,Primavera,294.45,0.8,muy malo,Skechers,Valladolid
294,Ropa,3,Otoño,115.4,1.9, la calidad no es la esperada,Lacoste,Valladolid
294,Ropa,7,Primavera,27.09,1.3,no llego el producto,Levis,Valladolid
294,Cocina,5,Primavera,322.23,0.7,no llego el producto,Nescafe,Valladolid
294,Ferreteria,8,Verano,451.74,2.7,me gusto,Pavco,Valladolid
295,Ferreteria,7,Primavera,29.89,4.3,justo lo que esperaba,3M,Las Palamas de GC
295,Hogar,11,Verano,247.58,0.7,muy malo,Colgate - palmolive,Las Palamas de GC
295,Hogar,8,Otoño,329.86,3.3, cumple las expectativas,Colgate - palmolive,Las Palamas de GC
295,Deporte,8,Primavera,492.04,2.1,el paquete llego en mal estado,Under Armour,Las Palamas de GC
295,Cocina,11,Primavera,428.04,1.2,muy malo,Oscar mayer,Las Palamas de GC
295,Accesorios,6,Verano,307.81,1.1,muy malo, Michael Kors,Las Palamas de GC
295,Accesorios,11,Primavera,481.2,2.0, la calidad no es la esperada,Ray-ban,Las Palamas de GC
295,Zapatos,8,Otoño,498.32,0.1,no cumple las expectativas,Crocs,Las Palamas de GC
295,Baño,8,Otoño,391.24,3.5,me gusto,Cif,Las Palamas de GC
295,Ferreteria,9,Otoño,114.9,0.6,no llego el producto,Pavco,Las Palamas de GC
295,Cocina,7,Primavera,121.73,4.9,justo lo que esperaba,Flora,Las Palamas de GC
295,Ropa,2,Otoño,259.35,2.7,llego justo a tiempo,Hollister,Las Palamas de GC
295,Libros,10,Primavera,34.11,3.5,llego justo a tiempo,Platena Comic,Las Palamas de GC
295,Zapatos,7,Primavera,288.32,4.7,buena relacion calidad-precio,Crocs,Las Palamas de GC
295,Libros,3,Verano,196.48,0.7,muy malo,Ediciones Tomodomo,Las Palamas de GC
295,Cocina,5,Primavera,98.93,2.9, cumple las expectativas,Bimbo,Las Palamas de GC
295,Electronica,6,Verano,231.56,1.0,no llego el producto,General Electric,Las Palamas de GC
295,Zapatos,7,Primavera,486.82,3.8, muy bueno!,Crocs,Las Palamas de GC
295,Libros,9,Verano,285.57,4.5,justo lo que esperaba,Platena Comic,Las Palamas de GC
295,Ferreteria,6,Primavera,68.33,1.9,el paquete llego en mal estado,Yale,Las Palamas de GC
295,Ropa,1,Verano,296.03,3.7,buena relacion calidad-precio,Roxy,Las Palamas de GC
295,Hogar,5,Primavera,66.34,0.5,muy malo,Unilever,Las Palamas de GC
295,Ferreteria,11,Verano,268.07,2.5,el paquete llego en mal estado,3M,Las Palamas de GC
295,Hogar,3,Otoño,415.6,0.1,muy malo,Vileda,Las Palamas de GC
295,Zapatos,7,Verano,370.74,1.4,no llego el producto,New balance,Las Palamas de GC
295,Libros,4,Primavera,317.02,3.6, muy bueno!,Platena Comic,Las Palamas de GC
295,Cocina,10,Primavera,52.79,4.3, muy bueno!,Flora,Las Palamas de GC
295,Accesorios,4,Verano,21.85,1.2,no cumple las expectativas,Ray-ban,Las Palamas de GC
295,Electronica,1,Primavera,18.68,0.5,no cumple las expectativas,Samsumg,Las Palamas de GC
295,Cocina,1,Primavera,93.46,2.5,no llego en tiempo,Flora,Las Palamas de GC
295,Accesorios,1,Verano,452.87,3.6,justo lo que esperaba, Michael Kors,Las Palamas de GC
295,Zapatos,5,Primavera,269.01,2.7,me gusto,Camper,Las Palamas de GC
295,Accesorios,7,Verano,339.59,3.3,llego justo a tiempo, Michael Kors,Las Palamas de GC
296,Hogar,7,Primavera,208.08,0.1,no llego el producto,Henkel,Zaragoza
296,Deporte,1,Primavera,89.12,2.0, la calidad no es la esperada,Nike,Zaragoza
296,Hogar,4,Verano,488.87,3.3,llego justo a tiempo,Henkel,Zaragoza
296,Ferreteria,3,Primavera,65.47,0.3,muy malo,Pavco,Zaragoza
296,Juguetes,7,Primavera,18.21,2.1,no llego en tiempo,Lego,Zaragoza
296,Electronica,6,Otoño,240.77,1.5,no llego el producto,Sony,Zaragoza
296,Accesorios,9,Primavera,339.07,3.3, cumple las expectativas,Polo,Zaragoza
296,Accesorios,9,Primavera,80.49,4.8,justo lo que esperaba,Ray-ban,Zaragoza
296,Zapatos,3,Otoño,263.3,0.6,muy malo,Crocs,Zaragoza
296,Accesorios,1,Primavera,300.2,1.6,no llego en tiempo,Bimba y Lola,Zaragoza
296,Baño,5,Primavera,218.74,4.5,justo lo que esperaba,Cristasol,Zaragoza
296,Libros,2,Verano,69.66,3.1, cumple las expectativas,Platena Comic,Zaragoza
296,Libros,3,Verano,20.49,0.8,no llego el producto,Alianza Editorial,Zaragoza
296,Cocina,6,Primavera,183.21,3.1,me gusto,Bimbo,Zaragoza
296,Libros,5,Otoño,94.78,4.7,buena relacion calidad-precio,Platena Comic,Zaragoza
296,Deporte,4,Primavera,499.19,4.6,justo lo que esperaba,Under Armour,Zaragoza
296,Electronica,3,Primavera,213.22,3.1, cumple las expectativas,Apple,Zaragoza
296,Electronica,11,Primavera,47.14,0.6,no cumple las expectativas,Samsumg,Zaragoza
296,Zapatos,7,Otoño,262.99,2.2,no llego en tiempo,Skechers,Zaragoza
296,Ropa,5,Primavera,382.45,3.5,me gusto,Hollister,Zaragoza
296,Baño,5,Verano,299.46,0.6,muy malo,Cif,Zaragoza
296,Electronica,6,Otoño,18.52,2.9,llego justo a tiempo,Samsumg,Zaragoza
296,Ropa,9,Primavera,99.13,0.6,muy malo,Roxy,Zaragoza
296,Libros,5,Otoño,325.35,0.3,muy malo,Platena Comic,Zaragoza
297,Accesorios,4,Primavera,125.79,2.0,el paquete llego en mal estado,Polo,Valencia
297,Ferreteria,8,Primavera,348.24,1.1,muy malo,Yale,Valencia
297,Zapatos,9,Verano,304.47,1.6,no llego en tiempo,Skechers,Valencia
297,Cocina,7,Verano,23.06,4.2,buena relacion calidad-precio,Oscar mayer,Valencia
297,Libros,6,Otoño,106.82,1.8, la calidad no es la esperada,Platena Comic,Valencia
297,Ropa,4,Otoño,180.85,0.7,no cumple las expectativas,Lacoste,Valencia
297,Ropa,1,Otoño,243.4,4.6,justo lo que esperaba,Hollister,Valencia
297,Accesorios,6,Verano,174.17,0.9,no cumple las expectativas,Bimba y Lola,Valencia
297,Electronica,4,Verano,7.38,0.7,no cumple las expectativas,Apple,Valencia
297,Juguetes,4,Verano,166.26,3.4,llego justo a tiempo,Lego,Valencia
297,Electronica,1,Primavera,15.97,0.0,no cumple las expectativas,General Electric,Valencia
297,Juguetes,3,Otoño,123.95,3.8, muy bueno!,Lego,Valencia
297,Cocina,1,Primavera,87.67,4.9,buena relacion calidad-precio,Nescafe,Valencia
297,Juguetes,8,Otoño,336.71,4.3,justo lo que esperaba,Lego,Valencia
297,Hogar,8,Primavera,11.31,2.0, la calidad no es la esperada,Henkel,Valencia
298,Baño,10,Primavera,120.44,4.8,justo lo que esperaba,Cristasol,Valladolid
298,Cocina,7,Verano,310.93,1.1,muy malo,Flora,Valladolid
298,Zapatos,8,Primavera,410.34,1.0,no llego el producto,Skechers,Valladolid
298,Deporte,3,Primavera,288.06,1.0,no llego el producto,Adidas,Valladolid
298,Accesorios,8,Verano,187.51,3.2,llego justo a tiempo, Michael Kors,Valladolid
298,Zapatos,8,Verano,274.5,0.6,no cumple las expectativas,Camper,Valladolid
298,Ropa,8,Primavera,310.24,4.6,buena relacion calidad-precio,Hollister,Valladolid
298,Juguetes,2,Verano,393.7,1.1,no cumple las expectativas,Chicco,Valladolid
298,Ropa,9,Primavera,280.81,2.8,me gusto,Lacoste,Valladolid
298,Electronica,1,Verano,448.36,0.6,no llego el producto,Samsumg,Valladolid
298,Hogar,11,Primavera,188.99,3.7,buena relacion calidad-precio,Unilever,Valladolid
298,Libros,7,Primavera,40.72,2.7, cumple las expectativas,Platena Comic,Valladolid
298,Ferreteria,2,Otoño,420.25,1.9,el paquete llego en mal estado,Pavco,Valladolid
298,Ferreteria,8,Verano,387.73,2.0,no llego en tiempo,Pavco,Valladolid
298,Cocina,3,Primavera,29.33,3.4, cumple las expectativas,Flora,Valladolid
299,Deporte,11,Primavera,189.11,4.0,justo lo que esperaba,Adidas,Palma
299,Cocina,1,Verano,369.08,0.1,no cumple las expectativas,Oscar mayer,Palma
299,Ropa,10,Primavera,251.22,2.9,llego justo a tiempo,Hollister,Palma
299,Cocina,4,Primavera,173.85,2.7,me gusto,Nescafe,Palma
299,Juguetes,3,Verano,159.0,4.7,justo lo que esperaba,Playmobile,Palma
299,Accesorios,3,Otoño,303.0,4.1, muy bueno!,Ray-ban,Palma
299,Baño,4,Primavera,366.34,1.8,no llego en tiempo,Cif,Palma
299,Baño,4,Verano,8.67,0.0,no cumple las expectativas,Don limpio,Palma
299,Hogar,10,Otoño,262.63,4.3,justo lo que esperaba,Henkel,Palma
299,Cocina,6,Primavera,76.0,3.4,llego justo a tiempo,Flora,Palma
299,Libros,10,Primavera,373.15,0.4,muy malo,Alianza Editorial,Palma
299,Deporte,1,Otoño,27.12,4.4, muy bueno!,Asics,Palma
299,Hogar,6,Verano,343.59,0.2,muy malo,Unilever,Palma
299,Zapatos,7,Verano,129.31,1.8, la calidad no es la esperada,Skechers,Palma
299,Ropa,7,Primavera,439.52,1.0,muy malo,Hollister,Palma
299,Electronica,9,Otoño,384.46,4.6,justo lo que esperaba,Apple,Palma
299,Juguetes,10,Otoño,75.78,4.8,justo lo que esperaba,Playmobile,Palma
299,Hogar,9,Otoño,236.66,4.8, muy bueno!,Henkel,Palma
299,Zapatos,8,Otoño,432.07,2.5,no llego en tiempo,Camper,Palma
299,Accesorios,10,Otoño,267.3,0.4,no llego el producto, Michael Kors,Palma
299,Hogar,3,Primavera,366.41,2.7,llego justo a tiempo,Vileda,Palma
300,Deporte,9,Verano,417.84,2.5,el paquete llego en mal estado,Adidas,Malaga
300,Cocina,10,Otoño,424.8,2.6, cumple las expectativas,Flora,Malaga
300,Deporte,5,Primavera,453.77,2.6,me gusto,Under Armour,Malaga
300,Juguetes,3,Otoño,287.86,4.7,buena relacion calidad-precio,Lego,Malaga
300,Accesorios,10,Primavera,480.72,4.0,buena relacion calidad-precio, Michael Kors,Malaga
300,Deporte,9,Otoño,22.67,0.8,muy malo,Under Armour,Malaga
300,Hogar,5,Otoño,455.41,3.5, cumple las expectativas,Unilever,Malaga
300,Cocina,6,Primavera,106.8,4.4, muy bueno!,Flora,Malaga
300,Cocina,3,Otoño,396.42,0.2,no cumple las expectativas,Flora,Malaga
300,Hogar,10,Verano,410.28,4.9,justo lo que esperaba,Henkel,Malaga
300,Hogar,11,Primavera,172.79,2.3,el paquete llego en mal estado,Vileda,Malaga
300,Baño,4,Invierno,250.66,4.2,justo lo que esperaba,KH7,Malaga
300,Deporte,3,Primavera,380.1,3.4,llego justo a tiempo,Adidas,Malaga
300,Ropa,10,Primavera,171.82,1.6, la calidad no es la esperada,Levis,Malaga
300,Accesorios,1,Verano,270.71,2.0,el paquete llego en mal estado,Polo,Malaga
300,Zapatos,10,Primavera,486.33,4.7,buena relacion calidad-precio,New balance,Malaga
300,Zapatos,11,Primavera,296.69,3.5,llego justo a tiempo,Skechers,Malaga
300,Electronica,6,Primavera,242.95,4.7,buena relacion calidad-precio,General Electric,Malaga
300,Baño,3,Primavera,338.73,0.2,muy malo,KH7,Malaga
300,Cocina,3,Primavera,145.16,2.3, la calidad no es la esperada,Nescafe,Malaga
300,Zapatos,7,Otoño,75.89,0.6,no llego el producto,Skechers,Malaga
300,Cocina,8,Otoño,375.92,1.1,no llego el producto,Flora,Malaga
300,Baño,8,Primavera,280.06,4.0, muy bueno!,Cif,Malaga
301,Juguetes,11,Otoño,95.46,2.3,el paquete llego en mal estado,Playmobile,Vigo
301,Libros,6,Primavera,475.71,0.1,no llego el producto,Valdemar,Vigo
301,Accesorios,10,Primavera,108.79,3.3,me gusto,Polo,Vigo
301,Hogar,3,Otoño,50.04,1.0,no llego el producto,Unilever,Vigo
301,Ferreteria,7,Otoño,29.75,2.1, la calidad no es la esperada,Yale,Vigo
301,Hogar,4,Verano,214.83,3.5,me gusto,Vileda,Vigo
301,Libros,5,Primavera,168.09,2.4,no llego en tiempo,Ediciones Tomodomo,Vigo
301,Deporte,2,Otoño,204.98,3.5,me gusto,Adidas,Vigo
301,Juguetes,1,Otoño,317.29,2.0, la calidad no es la esperada,Lego,Vigo
301,Libros,4,Otoño,321.76,4.9, muy bueno!,Ediciones Tomodomo,Vigo
301,Deporte,5,Otoño,226.44,4.1,justo lo que esperaba,Asics,Vigo
301,Ferreteria,2,Verano,116.48,4.0,justo lo que esperaba,Sika,Vigo
301,Ferreteria,8,Verano,34.26,2.8, cumple las expectativas,3M,Vigo
301,Zapatos,2,Otoño,58.22,2.0, la calidad no es la esperada,Camper,Vigo
301,Hogar,6,Primavera,229.84,0.4,no llego el producto,Colgate - palmolive,Vigo
301,Juguetes,7,Primavera,239.49,4.9,justo lo que esperaba,Fisher-price,Vigo
301,Zapatos,1,Primavera,499.89,0.6,muy malo,Camper,Vigo
301,Baño,6,Verano,328.44,1.5,no cumple las expectativas,Don limpio,Vigo
301,Deporte,10,Primavera,320.02,1.9, la calidad no es la esperada,Under Armour,Vigo
301,Juguetes,11,Primavera,304.25,3.4, cumple las expectativas,Fisher-price,Vigo
301,Hogar,7,Otoño,309.49,2.7, cumple las expectativas,Vileda,Vigo
301,Ferreteria,6,Otoño,234.86,2.1,el paquete llego en mal estado,Sika,Vigo
302,Deporte,1,Otoño,212.46,2.4,el paquete llego en mal estado,Nike,Las Palamas de GC
302,Deporte,10,Verano,229.03,1.7, la calidad no es la esperada,Asics,Las Palamas de GC
302,Ropa,10,Primavera,323.4,4.5,justo lo que esperaba,Levis,Las Palamas de GC
302,Ropa,3,Verano,316.75,4.3, muy bueno!,Hollister,Las Palamas de GC
302,Accesorios,10,Otoño,272.6,0.5,no cumple las expectativas,Bimba y Lola,Las Palamas de GC
302,Zapatos,6,Primavera,92.09,0.2,muy malo,New balance,Las Palamas de GC
302,Ropa,6,Otoño,126.55,3.2,llego justo a tiempo,Hollister,Las Palamas de GC
302,Libros,11,Otoño,497.87,3.7, muy bueno!,Platena Comic,Las Palamas de GC
302,Ropa,10,Otoño,474.91,3.5,llego justo a tiempo,Hollister,Las Palamas de GC
302,Juguetes,4,Verano,396.44,1.7,no llego en tiempo,Chicco,Las Palamas de GC
302,Cocina,3,Otoño,307.72,2.5,el paquete llego en mal estado,Nescafe,Las Palamas de GC
302,Libros,7,Otoño,235.47,0.6,no llego el producto,Alianza Editorial,Las Palamas de GC
302,Deporte,7,Primavera,380.11,4.1, muy bueno!,Nike,Las Palamas de GC
302,Deporte,4,Primavera,173.48,3.9,justo lo que esperaba,Adidas,Las Palamas de GC
302,Deporte,3,Verano,141.93,1.2,no llego el producto,Adidas,Las Palamas de GC
302,Electronica,10,Otoño,335.88,3.0, cumple las expectativas,General Electric,Las Palamas de GC
302,Accesorios,3,Primavera,5.92,4.9,justo lo que esperaba,Bimba y Lola,Las Palamas de GC
302,Libros,1,Otoño,209.41,0.2,muy malo,Alianza Editorial,Las Palamas de GC
302,Cocina,1,Primavera,136.22,3.6,buena relacion calidad-precio,Nescafe,Las Palamas de GC
302,Ferreteria,6,Verano,165.21,2.0,el paquete llego en mal estado,Yale,Las Palamas de GC
302,Ferreteria,10,Verano,21.63,1.1,muy malo,Sika,Las Palamas de GC
302,Cocina,9,Verano,186.32,2.8,llego justo a tiempo,Oscar mayer,Las Palamas de GC
302,Electronica,1,Otoño,223.21,0.2,no cumple las expectativas,General Electric,Las Palamas de GC
302,Ropa,4,Primavera,337.76,3.1,llego justo a tiempo,Levis,Las Palamas de GC
302,Libros,6,Otoño,71.56,1.3,no llego el producto,Platena Comic,Las Palamas de GC
302,Zapatos,7,Primavera,105.15,1.1,muy malo,Skechers,Las Palamas de GC
302,Libros,7,Primavera,289.44,3.9,buena relacion calidad-precio,Platena Comic,Las Palamas de GC
302,Juguetes,2,Otoño,49.46,2.7,me gusto,Playmobile,Las Palamas de GC
