Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores
8,Libros,4,2019-05-31 08:06:32.579585,442.48,4.4, muy bueno!,Alianza Editorial
224,Deporte,2,2019-01-28 03:39:55.674020,471.69,0.8,muy malo,Nike
152,Juguetes,8,2019-01-21 12:37:39.193374,486.05,3.4, cumple las expectativas,Lego
19,Cocina,1,2020-09-20 12:45:30.632746,175.92,1.9,no llego en tiempo,Flora
340,Accesorios,3,2019-02-28 20:33:08.861862,463.31,2.0, la calidad no es la esperada, Michael Kors
199,Zapatos,2,2019-11-01 05:49:18.810125,319.1,4.3,buena relacion calidad-precio,Crocs
112,Accesorios,5,2020-01-21 19:37:10.225218,312.88,1.0,no llego el producto,Ray-ban
467,Baño,6,2019-08-19 02:07:34.247912,435.84,4.9,buena relacion calidad-precio,KH7
112,Deporte,6,2020-07-23 16:26:59.251675,443.49,1.9,no llego en tiempo,Asics
462,Deporte,6,2019-08-09 11:01:11.882194,261.3,0.2,no llego el producto,Under Armour
471,Juguetes,1,2020-07-19 17:29:08.805020,299.95,4.8,buena relacion calidad-precio,Chicco
186,Hogar,4,2020-07-24 20:24:55.470831,51.0,2.0,no llego en tiempo,Colgate - palmolive
360,Electronica,9,2019-01-05 13:54:13.776786,277.33,2.1,el paquete llego en mal estado,Samsumg
153,Hogar,6,2020-06-27 12:17:47.143738,185.03,4.2,buena relacion calidad-precio,Unilever
48,Deporte,9,2020-01-07 09:16:37.943213,85.59,1.6,el paquete llego en mal estado,Under Armour
226,Accesorios,3,2019-04-22 18:29:37.415716,458.66,0.6,muy malo,Bimba y Lola
6,Deporte,4,2020-01-23 15:58:06.602631,321.53,4.5, muy bueno!,Under Armour
134,Ferreteria,10,2020-10-26 23:08:21.803581,123.42,1.0,no cumple las expectativas,Sika
93,Hogar,1,2020-11-12 03:33:42.738705,443.89,0.5,no cumple las expectativas,Henkel
416,Libros,10,2019-08-02 22:44:35.692714,37.44,0.8,muy malo,Valdemar
90,Juguetes,11,2019-05-02 07:30:57.595562,450.26,3.0,llego justo a tiempo,Chicco
241,Libros,8,2019-12-28 12:07:27.730909,259.28,0.6,no llego el producto,Alianza Editorial
208,Juguetes,7,2020-07-04 05:31:48.973526,144.46,4.6,buena relacion calidad-precio,Lego
101,Hogar,5,2020-01-29 17:35:50.911980,292.15,4.7,justo lo que esperaba,Henkel
214,Accesorios,9,2020-08-13 20:09:06.325256,86.72,5.0, muy bueno!,Bimba y Lola
321,Baño,4,2019-02-18 09:25:22.040303,156.08,2.8, cumple las expectativas,Cristasol
456,Accesorios,11,2019-06-30 04:17:55.141935,126.9,1.6, la calidad no es la esperada,Bimba y Lola
41,Electronica,8,2019-07-05 00:05:29.246792,493.56,3.0,llego justo a tiempo,Samsumg
284,Cocina,8,2020-08-23 20:57:51.181077,360.89,1.7,el paquete llego en mal estado,Bimbo
189,Zapatos,3,2019-02-02 14:48:54.485125,384.4,0.0,no cumple las expectativas,Crocs
47,Electronica,10,2019-12-30 08:14:54.756608,492.5,2.6, cumple las expectativas,Samsumg
386,Baño,8,2019-05-10 09:51:59.946176,444.02,4.0, muy bueno!,Cif
327,Electronica,5,2019-11-19 18:40:52.818698,167.54,3.0,me gusto,Samsumg
51,Ferreteria,9,2020-03-02 06:51:01.053337,229.94,0.3,muy malo,3M
336,Electronica,7,2019-05-07 15:39:00.407239,13.45,0.5,muy malo,Samsumg
385,Zapatos,6,2020-01-09 08:45:19.924485,372.34,3.7,buena relacion calidad-precio,Crocs
215,Ferreteria,5,2019-12-16 14:42:18.647087,264.72,0.5,no llego el producto,3M
223,Ropa,6,2019-02-01 20:49:18.562095,359.58,0.2,muy malo,Hollister
327,Juguetes,2,2020-03-08 03:30:33.088884,432.41,1.9,no llego en tiempo,Lego
391,Hogar,6,2020-07-12 07:31:28.595861,387.48,0.3,no cumple las expectativas,Unilever
134,Ferreteria,11,2019-10-22 09:43:09.620574,117.11,2.0,no llego en tiempo,Pavco
117,Electronica,6,2019-05-02 13:58:53.140751,225.47,3.1, cumple las expectativas,Apple
360,Zapatos,2,2019-08-09 12:16:51.074277,173.23,3.6,buena relacion calidad-precio,Crocs
435,Libros,6,2019-11-24 03:30:25.587016,116.71,2.6, cumple las expectativas,Ediciones Tomodomo
243,Zapatos,9,2020-03-20 07:27:54.449291,230.39,0.1,no cumple las expectativas,Camper
93,Libros,6,2020-10-14 03:27:54.326217,498.87,3.3,llego justo a tiempo,Platena Comic
303,Libros,2,2019-10-10 05:12:59.373640,461.34,4.1,buena relacion calidad-precio,Ediciones Tomodomo
156,Cocina,10,2019-11-04 18:14:43.661186,80.14,3.0, cumple las expectativas,Oscar mayer
392,Libros,1,2019-10-25 20:43:45.684624,442.48,3.8,justo lo que esperaba,Platena Comic
413,Libros,2,2019-12-03 16:42:06.625682,213.48,4.0, muy bueno!,Valdemar
153,Juguetes,9,2020-03-13 18:11:53.991846,493.6,1.4,no llego el producto,Playmobile
276,Hogar,11,2019-04-04 15:36:03.699691,92.51,4.0,buena relacion calidad-precio,Henkel
449,Accesorios,3,2019-10-29 06:28:05.479912,333.16,1.8, la calidad no es la esperada,Bimba y Lola
177,Zapatos,8,2020-03-03 22:30:30.160993,186.44,1.9, la calidad no es la esperada,Skechers
77,Libros,7,2020-07-08 21:08:32.984062,199.55,3.1,llego justo a tiempo,Ediciones Tomodomo
129,Juguetes,3,2019-11-19 10:05:15.788156,342.44,3.3,llego justo a tiempo,Fisher-price
238,Hogar,8,2020-05-01 04:36:50.076296,252.24,3.0, cumple las expectativas,Henkel
106,Deporte,1,2020-09-27 10:17:08.812995,362.03,1.1,muy malo,Asics
214,Juguetes,2,2019-04-13 18:57:55.292061,312.66,4.6,buena relacion calidad-precio,Fisher-price
108,Zapatos,5,2020-07-30 12:05:51.337869,375.53,4.4, muy bueno!,New balance
363,Baño,8,2020-01-15 14:41:35.342922,432.33,2.3, la calidad no es la esperada,Cif
55,Accesorios,8,2020-03-07 13:29:52.974619,344.51,1.9,el paquete llego en mal estado,Bimba y Lola
461,Hogar,6,2020-10-24 18:26:37.772702,445.12,1.1,no cumple las expectativas,Vileda
128,Baño,5,2020-11-23 13:07:47.631400,458.82,2.2,el paquete llego en mal estado,Cristasol
29,Ropa,1,2020-03-02 12:05:11.415366,111.75,2.9, cumple las expectativas,Levis
208,Electronica,10,2019-07-30 13:30:47.024701,12.4,3.2,llego justo a tiempo,General Electric
125,Deporte,3,2019-09-05 03:37:47.525263,360.45,1.3,muy malo,Asics
374,Electronica,3,2019-09-13 21:54:49.770635,463.67,0.7,no cumple las expectativas,Apple
111,Accesorios,11,2020-02-29 07:09:42.867131,153.79,4.3,buena relacion calidad-precio,Ray-ban
470,Libros,3,2020-10-26 00:17:08.958065,229.54,4.1,justo lo que esperaba,Platena Comic
120,Accesorios,4,2020-11-21 17:44:55.878211,164.46,1.7,el paquete llego en mal estado,Ray-ban
455,Deporte,10,2019-07-04 22:31:51.530204,180.46,2.3,no llego en tiempo,Nike
236,Zapatos,4,2020-06-03 15:39:18.558254,392.84,3.5,me gusto,Camper
127,Electronica,8,2019-08-27 19:54:21.925674,156.33,2.2,no llego en tiempo,Apple
83,Cocina,8,2019-05-25 10:53:06.559793,484.26,2.9, cumple las expectativas,Nescafe
50,Juguetes,11,2019-01-16 22:04:18.331523,260.58,4.7,buena relacion calidad-precio,Lego
23,Ferreteria,2,2019-12-16 03:41:06.271661,234.98,4.3,justo lo que esperaba,Pavco
98,Baño,9,2019-12-26 21:24:14.022229,73.03,4.1,buena relacion calidad-precio,Cristasol
215,Deporte,1,2019-03-24 04:43:21.869545,292.0,3.2, cumple las expectativas,Nike
10,Hogar,7,2019-12-15 19:59:39.572402,27.28,4.4, muy bueno!,Vileda
127,Electronica,2,2019-11-23 18:26:56.152870,491.51,0.7,muy malo,General Electric
31,Baño,11,2019-09-11 17:24:54.134759,176.81,4.8,justo lo que esperaba,Cif
343,Libros,5,2019-04-15 18:57:45.064116,404.55,2.3, la calidad no es la esperada,Alianza Editorial
479,Ferreteria,10,2019-06-28 06:59:45.886718,328.2,2.0, la calidad no es la esperada,3M
159,Deporte,2,2019-03-16 11:45:32.861598,493.38,4.1,justo lo que esperaba,Nike
373,Baño,11,2020-10-08 23:20:27.964922,117.64,2.1,el paquete llego en mal estado,Cristasol
325,Baño,9,2019-05-02 07:47:19.927029,134.12,0.1,no cumple las expectativas,Cif
71,Ropa,4,2020-06-15 00:12:17.451989,480.87,2.6,llego justo a tiempo,Hollister
231,Deporte,11,2019-07-04 22:47:08.338762,290.75,1.8, la calidad no es la esperada,Asics
230,Deporte,4,2020-05-07 20:46:56.009680,323.99,3.2,me gusto,Nike
120,Electronica,6,2020-02-02 00:32:30.175631,95.99,1.8,el paquete llego en mal estado,General Electric
30,Baño,6,2020-08-13 15:47:57.698426,311.05,3.1,me gusto,Cristasol
49,Accesorios,6,2019-12-03 15:11:00.783645,394.79,2.9,me gusto, Michael Kors
212,Cocina,9,2019-09-18 22:16:27.999160,122.01,4.4, muy bueno!,Bimbo
247,Baño,9,2019-04-09 08:31:17.749215,441.08,1.4,no cumple las expectativas,Don limpio
349,Cocina,3,2019-07-01 01:02:58.672892,209.9,0.7,muy malo,Oscar mayer
234,Cocina,11,2020-05-25 14:33:34.802768,51.03,4.3,buena relacion calidad-precio,Oscar mayer
112,Hogar,10,2020-09-29 17:28:58.802650,415.95,1.3,no cumple las expectativas,Colgate - palmolive
113,Cocina,11,2020-02-07 14:38:03.689986,121.93,1.9,el paquete llego en mal estado,Bimbo
38,Hogar,9,2020-03-05 03:00:46.694337,231.39,4.3,buena relacion calidad-precio,Vileda
198,Zapatos,4,2020-09-19 07:45:02.533146,83.67,0.1,no llego el producto,Skechers
366,Libros,1,2020-07-06 12:12:45.218696,72.29,2.0,el paquete llego en mal estado,Ediciones Tomodomo
307,Ropa,5,2019-05-31 21:23:34.920452,44.67,3.4, cumple las expectativas,Lacoste
54,Juguetes,4,2019-09-19 16:27:38.692755,35.41,3.0,me gusto,Playmobile
401,Zapatos,11,2019-03-30 06:56:09.405845,403.68,4.3,buena relacion calidad-precio,Crocs
484,Accesorios,2,2019-09-07 23:00:09.933983,462.97,3.6, muy bueno!,Bimba y Lola
238,Hogar,10,2020-05-03 19:01:07.380953,148.16,1.3,no cumple las expectativas,Colgate - palmolive
422,Libros,10,2020-08-15 23:58:42.556019,407.21,4.9,buena relacion calidad-precio,Ediciones Tomodomo
120,Hogar,2,2020-03-16 06:30:53.611586,449.59,3.2,llego justo a tiempo,Vileda
356,Libros,2,2020-10-11 00:50:23.064517,277.46,1.9,el paquete llego en mal estado,Alianza Editorial
131,Ferreteria,7,2020-07-05 00:35:30.327291,142.46,4.7,buena relacion calidad-precio,Sika
248,Electronica,7,2019-11-24 22:49:22.683276,191.05,2.3,el paquete llego en mal estado,Samsumg
5,Accesorios,9,2020-07-23 14:53:17.573313,210.97,2.3,no llego en tiempo, Michael Kors
137,Juguetes,8,2020-07-15 16:16:14.558128,292.27,0.8,no llego el producto,Chicco
27,Ropa,4,2019-10-14 09:19:05.475806,285.78,1.9,el paquete llego en mal estado,Levis
24,Accesorios,4,2020-10-13 21:01:02.359893,465.71,4.3,justo lo que esperaba, Michael Kors
380,Hogar,4,2019-03-10 16:02:29.537163,424.41,3.6,justo lo que esperaba,Unilever
38,Ropa,3,2020-10-28 05:27:02.374878,126.57,4.8, muy bueno!,Levis
250,Electronica,7,2020-01-10 18:52:54.690365,374.54,4.2,buena relacion calidad-precio,Samsumg
401,Electronica,9,2019-11-30 12:13:49.548114,129.38,0.7,no cumple las expectativas,General Electric
364,Zapatos,6,2019-09-06 17:04:48.488375,88.47,0.2,no cumple las expectativas,New balance
459,Juguetes,7,2020-12-11 17:22:58.350440,237.13,2.7,me gusto,Fisher-price
385,Zapatos,1,2019-07-18 20:59:48.862324,217.93,4.7, muy bueno!,New balance
26,Deporte,3,2019-11-09 13:31:27.094535,107.27,4.8, muy bueno!,Nike
140,Hogar,5,2020-08-28 18:37:25.423873,408.02,4.1, muy bueno!,Colgate - palmolive
246,Electronica,6,2019-08-15 19:49:20.059633,226.33,1.2,no cumple las expectativas,Samsumg
187,Juguetes,9,2020-01-23 15:33:32.463576,141.05,2.4, la calidad no es la esperada,Chicco
57,Baño,1,2020-02-13 21:51:04.906230,119.09,3.6,justo lo que esperaba,Cristasol
278,Deporte,9,2020-12-29 15:35:28.579375,213.57,1.6, la calidad no es la esperada,Adidas
70,Deporte,10,2020-12-17 01:47:01.589397,28.72,2.2, la calidad no es la esperada,Under Armour
409,Libros,1,2019-08-01 17:51:43.881918,298.38,3.7,buena relacion calidad-precio,Valdemar
169,Ferreteria,9,2019-06-11 10:03:00.755256,72.69,0.3,no llego el producto,Yale
306,Accesorios,2,2020-05-17 11:12:28.767597,483.36,2.3,el paquete llego en mal estado,Ray-ban
383,Libros,5,2020-06-23 10:53:19.376539,387.91,2.0, la calidad no es la esperada,Valdemar
393,Ropa,6,2019-07-20 03:02:49.420121,8.83,0.6,no cumple las expectativas,Lacoste
24,Zapatos,2,2019-09-25 12:37:27.719861,87.32,2.7,llego justo a tiempo,Crocs
38,Hogar,11,2019-02-23 03:02:09.408159,120.85,0.7,muy malo,Henkel
229,Libros,3,2019-03-20 23:05:47.428047,255.13,4.1, muy bueno!,Ediciones Tomodomo
323,Libros,11,2019-09-10 01:01:34.269317,250.41,1.8, la calidad no es la esperada,Platena Comic
389,Cocina,5,2020-09-09 16:01:11.681001,284.87,2.0,no llego en tiempo,Nescafe
24,Ferreteria,7,2019-04-25 19:57:28.257400,317.43,4.4,justo lo que esperaba,Yale
13,Cocina,4,2019-09-02 20:56:13.335122,132.51,4.6, muy bueno!,Bimbo
443,Hogar,8,2019-01-16 12:05:21.090135,375.33,0.5,no cumple las expectativas,Unilever
350,Electronica,10,2020-06-09 12:50:17.416906,430.12,2.3,no llego en tiempo,Samsumg
240,Libros,10,2019-03-29 19:29:59.308931,224.18,3.3,llego justo a tiempo,Platena Comic
485,Ropa,3,2020-09-16 06:29:23.147789,48.52,1.3,no cumple las expectativas,Roxy
427,Ferreteria,7,2019-02-07 13:11:40.117433,253.94,0.7,no cumple las expectativas,3M
159,Baño,3,2020-07-31 16:31:39.438494,241.11,1.5,no llego el producto,Cristasol
457,Ferreteria,10,2020-07-22 21:34:38.231972,333.58,3.4, cumple las expectativas,Pavco
270,Hogar,1,2019-03-29 18:11:34.809790,494.07,2.6,llego justo a tiempo,Henkel
344,Cocina,2,2020-08-06 10:31:32.258320,470.64,1.6, la calidad no es la esperada,Flora
278,Baño,3,2020-08-29 19:26:43.968595,267.94,2.6,me gusto,Cif
170,Ropa,4,2020-02-09 23:55:03.558196,48.04,3.9, muy bueno!,Hollister
477,Ferreteria,7,2019-03-11 19:05:51.620591,442.37,2.3,no llego en tiempo,Sika
93,Baño,11,2019-03-10 02:24:55.402115,405.11,1.2,no cumple las expectativas,KH7
353,Electronica,7,2020-10-12 05:57:44.201710,232.11,3.1, cumple las expectativas,Samsumg
78,Zapatos,1,2019-09-13 05:30:49.072753,466.39,2.6,me gusto,Skechers
499,Accesorios,10,2020-01-06 01:30:21.250378,47.36,0.1,no cumple las expectativas,Ray-ban
309,Accesorios,7,2020-01-30 22:56:45.090767,411.61,2.3,no llego en tiempo,Bimba y Lola
421,Zapatos,10,2019-08-04 19:07:41.913682,90.52,4.5, muy bueno!,New balance
125,Accesorios,1,2019-01-24 09:22:26.186489,447.9,3.6,buena relacion calidad-precio,Polo
194,Accesorios,6,2019-11-29 03:49:07.427371,358.21,2.4,no llego en tiempo,Ray-ban
431,Juguetes,1,2019-11-30 07:39:37.238045,309.62,3.8,justo lo que esperaba,Lego
493,Ferreteria,3,2020-11-09 11:33:54.497246,398.41,0.7,no llego el producto,Pavco
466,Cocina,10,2019-08-29 06:57:42.098853,353.54,5.0,justo lo que esperaba,Nescafe
317,Accesorios,1,2019-03-31 06:18:52.681569,324.02,1.7,el paquete llego en mal estado, Michael Kors
232,Zapatos,4,2019-02-09 10:37:48.566986,241.75,3.1,llego justo a tiempo,New balance
489,Ferreteria,7,2019-11-03 09:18:52.807485,265.44,1.4,no cumple las expectativas,Yale
161,Ferreteria,9,2019-06-26 04:28:17.971983,304.06,0.5,no cumple las expectativas,Pavco
404,Accesorios,8,2020-04-09 08:13:23.817966,168.01,4.9,justo lo que esperaba,Polo
472,Ropa,5,2020-12-26 20:43:54.686500,253.92,3.9,buena relacion calidad-precio,Levis
432,Juguetes,1,2019-07-03 02:35:29.625412,168.09,0.3,muy malo,Fisher-price
68,Libros,3,2020-11-26 10:46:41.471090,31.09,2.1, la calidad no es la esperada,Alianza Editorial
336,Ropa,11,2019-09-29 11:02:21.271696,61.93,1.7, la calidad no es la esperada,Hollister
377,Accesorios,5,2020-07-30 19:44:40.468553,70.14,2.2,el paquete llego en mal estado,Polo
135,Zapatos,5,2019-10-12 18:52:47.174966,320.7,2.1,el paquete llego en mal estado,Camper
103,Libros,5,2020-04-16 15:49:36.900240,157.48,4.5,justo lo que esperaba,Ediciones Tomodomo
459,Juguetes,6,2020-05-18 01:52:19.448460,259.68,1.5,muy malo,Fisher-price
368,Deporte,1,2020-08-05 18:44:10.759387,352.76,2.4,el paquete llego en mal estado,Under Armour
57,Hogar,9,2019-11-08 22:06:27.605531,206.38,0.2,no llego el producto,Colgate - palmolive
153,Ropa,1,2019-10-19 07:02:52.836043,378.59,3.4,llego justo a tiempo,Hollister
388,Accesorios,1,2019-09-27 23:35:04.521785,193.1,1.9,no llego en tiempo, Michael Kors
455,Ferreteria,4,2019-03-22 01:59:17.256342,133.85,0.5,muy malo,Sika
308,Baño,10,2019-06-13 10:59:52.475812,168.58,0.9,muy malo,Cristasol
66,Baño,3,2019-09-01 12:05:50.894112,92.56,2.3,el paquete llego en mal estado,KH7
221,Ropa,1,2020-03-30 17:09:23.241875,226.13,5.0,buena relacion calidad-precio,Hollister
65,Hogar,4,2020-12-11 10:59:19.375489,292.02,3.0, cumple las expectativas,Vileda
247,Ropa,11,2019-12-14 13:40:47.504096,263.26,1.2,no llego el producto,Roxy
130,Juguetes,2,2020-11-22 16:27:36.525374,309.19,2.0, la calidad no es la esperada,Lego
261,Baño,10,2019-02-16 19:21:53.417921,171.86,1.7,no llego en tiempo,KH7
168,Zapatos,6,2020-04-10 07:03:18.707650,394.23,2.3, la calidad no es la esperada,Camper
366,Deporte,7,2020-04-08 10:35:35.173519,16.12,2.0, la calidad no es la esperada,Nike
388,Electronica,7,2019-02-21 14:40:02.433503,329.79,4.0,buena relacion calidad-precio,General Electric
352,Electronica,1,2019-07-22 14:44:09.902106,13.45,4.7, muy bueno!,Sony
44,Accesorios,2,2020-06-12 10:52:05.426784,350.11,4.1, muy bueno!,Ray-ban
242,Electronica,7,2019-03-21 20:10:18.193600,436.37,1.5,no cumple las expectativas,Apple
102,Ferreteria,3,2019-12-29 03:45:14.125489,332.57,3.1,me gusto,Sika
221,Hogar,3,2019-04-05 23:24:10.362498,60.88,4.4,justo lo que esperaba,Vileda
210,Electronica,1,2020-12-09 13:47:51.694885,133.01,2.9,me gusto,Sony
393,Hogar,6,2020-09-24 14:58:01.008990,384.85,3.2,llego justo a tiempo,Colgate - palmolive
269,Juguetes,3,2019-12-11 22:38:38.420178,351.75,4.3, muy bueno!,Playmobile
9,Ferreteria,8,2020-01-14 17:27:52.381423,64.8,2.4,no llego en tiempo,Sika
211,Hogar,2,2020-04-19 21:00:48.517026,400.9,4.4,buena relacion calidad-precio,Henkel
283,Zapatos,7,2020-11-23 16:36:03.257144,55.45,3.2, cumple las expectativas,Camper
361,Hogar,5,2019-12-15 04:37:03.598500,105.02,4.9, muy bueno!,Henkel
348,Baño,6,2020-04-02 01:31:09.596555,495.14,4.2, muy bueno!,Cif
462,Deporte,9,2019-09-29 10:45:27.776905,70.58,4.6,justo lo que esperaba,Adidas
136,Electronica,11,2019-12-06 03:55:19.186040,374.81,3.0,me gusto,Sony
333,Zapatos,9,2019-07-29 09:47:09.544343,413.01,3.4, cumple las expectativas,Camper
272,Ferreteria,7,2020-10-05 19:44:06.039504,311.86,1.3,muy malo,Pavco
449,Ferreteria,7,2019-12-09 04:05:02.602142,489.86,3.9, muy bueno!,Sika
393,Electronica,5,2020-10-10 06:16:50.567563,251.54,1.0,no llego el producto,General Electric
382,Ferreteria,11,2019-04-30 14:45:28.569712,308.69,2.2,el paquete llego en mal estado,3M
323,Libros,4,2019-04-23 15:12:36.146137,322.04,4.4,buena relacion calidad-precio,Ediciones Tomodomo
386,Cocina,4,2020-07-22 23:07:33.855816,113.44,2.7,llego justo a tiempo,Nescafe
131,Deporte,9,2020-03-11 00:10:43.719726,100.58,2.0,no llego en tiempo,Asics
287,Libros,11,2019-12-29 07:41:28.735423,407.68,4.8,buena relacion calidad-precio,Ediciones Tomodomo
162,Zapatos,11,2019-11-04 21:09:08.623493,54.57,1.7,no llego en tiempo,New balance
64,Baño,10,2020-11-12 08:09:08.161471,485.37,4.3,justo lo que esperaba,Don limpio
318,Deporte,9,2019-07-02 02:58:46.882608,131.64,1.6, la calidad no es la esperada,Under Armour
257,Juguetes,9,2019-11-30 13:46:31.998289,445.53,2.7, cumple las expectativas,Fisher-price
457,Hogar,11,2019-04-05 10:15:44.257374,280.58,3.1, cumple las expectativas,Unilever
406,Hogar,4,2019-03-16 18:26:23.257952,37.26,1.4,muy malo,Colgate - palmolive
265,Zapatos,3,2020-03-24 05:54:37.115146,246.03,4.8,buena relacion calidad-precio,Camper
404,Libros,2,2020-02-11 13:54:48.413944,42.23,2.2, la calidad no es la esperada,Ediciones Tomodomo
468,Zapatos,10,2019-01-13 10:23:35.236916,224.86,1.8, la calidad no es la esperada,New balance
475,Libros,2,2019-04-24 07:59:47.465245,10.91,1.7, la calidad no es la esperada,Platena Comic
389,Ferreteria,1,2020-09-07 06:03:15.283896,241.97,4.8, muy bueno!,Sika
455,Ropa,8,2019-11-26 10:42:26.034887,37.1,1.5,no llego el producto,Roxy
44,Zapatos,11,2019-10-09 09:22:54.876798,426.9,2.4, la calidad no es la esperada,Camper
157,Juguetes,6,2020-10-13 21:24:32.437672,273.86,1.0,no cumple las expectativas,Chicco
133,Accesorios,7,2020-12-27 00:26:27.585664,239.51,1.7,el paquete llego en mal estado, Michael Kors
153,Juguetes,3,2020-08-17 13:06:11.687783,73.42,0.6,muy malo,Playmobile
458,Ferreteria,2,2020-07-11 00:53:04.030051,490.35,3.4,me gusto,Pavco
122,Juguetes,2,2020-10-08 15:39:40.116070,82.01,0.0,no llego el producto,Fisher-price
358,Juguetes,4,2019-08-16 14:36:41.394993,365.92,1.3,no llego el producto,Lego
321,Deporte,2,2019-12-12 02:22:58.562925,124.08,3.6,justo lo que esperaba,Adidas
214,Zapatos,1,2020-11-27 16:48:39.029900,482.5,0.5,no llego el producto,Skechers
301,Cocina,6,2020-12-22 22:55:38.709185,495.0,1.7,no llego en tiempo,Nescafe
172,Electronica,7,2019-05-06 23:02:08.622590,360.69,1.6,el paquete llego en mal estado,Apple
372,Electronica,8,2019-12-30 08:22:19.877959,383.05,3.5,me gusto,Sony
369,Baño,7,2019-08-20 10:56:47.925544,309.15,4.3, muy bueno!,Cristasol
105,Juguetes,9,2020-09-03 05:35:22.096599,288.77,1.8,el paquete llego en mal estado,Fisher-price
44,Ferreteria,1,2019-04-21 11:25:54.291672,206.33,2.9, cumple las expectativas,Pavco
178,Zapatos,3,2020-11-03 00:34:39.663769,221.42,4.9,justo lo que esperaba,Skechers
335,Ferreteria,2,2020-02-17 02:33:35.440524,269.72,1.7, la calidad no es la esperada,Pavco
287,Zapatos,11,2020-03-20 20:23:24.484096,370.65,3.0,llego justo a tiempo,Skechers
140,Ropa,6,2020-11-06 17:29:09.025349,372.15,1.0,no llego el producto,Roxy
461,Baño,6,2020-01-02 09:59:08.669468,19.25,1.6,no llego en tiempo,KH7
60,Accesorios,11,2020-10-10 16:27:55.820149,313.15,4.3,buena relacion calidad-precio, Michael Kors
170,Baño,4,2019-04-20 22:25:55.612439,490.07,3.1,me gusto,Cristasol
498,Electronica,8,2020-04-06 20:58:02.987815,90.59,3.7, muy bueno!,Samsumg
234,Hogar,9,2020-05-11 16:21:24.212680,73.32,1.8,no llego en tiempo,Henkel
40,Accesorios,1,2019-01-10 12:12:37.832812,429.38,2.4,el paquete llego en mal estado,Bimba y Lola
334,Hogar,4,2020-11-25 21:51:49.481192,107.3,5.0,justo lo que esperaba,Unilever
5,Baño,7,2019-02-15 06:37:47.017312,235.61,2.5,no llego en tiempo,KH7
93,Juguetes,8,2020-10-31 14:31:02.053658,499.36,2.5, la calidad no es la esperada,Playmobile
451,Juguetes,5,2020-12-11 06:18:56.546571,301.85,4.4, muy bueno!,Lego
485,Electronica,5,2020-10-14 19:44:56.743436,482.65,4.7,buena relacion calidad-precio,Sony
310,Libros,7,2020-11-21 17:20:56.645453,86.46,3.4,llego justo a tiempo,Platena Comic
197,Accesorios,10,2019-02-19 02:02:51.341621,216.81,4.4,justo lo que esperaba,Polo
138,Baño,4,2019-10-04 18:47:55.811556,190.96,3.1, cumple las expectativas,KH7
374,Deporte,2,2019-03-08 04:59:29.795618,288.06,1.2,muy malo,Adidas
162,Baño,5,2020-08-21 07:19:14.734368,148.98,0.4,muy malo,KH7
380,Ferreteria,10,2019-08-15 00:56:29.201978,32.6,0.5,no cumple las expectativas,3M
434,Zapatos,2,2019-09-21 05:10:14.437130,443.23,1.5,no llego el producto,New balance
452,Ropa,10,2020-07-03 02:04:41.726103,211.9,0.6,no cumple las expectativas,Hollister
82,Baño,6,2019-07-21 00:41:12.482434,86.31,0.9,no cumple las expectativas,Don limpio
80,Accesorios,2,2019-03-19 05:15:48.488310,395.01,1.9, la calidad no es la esperada,Bimba y Lola
336,Accesorios,6,2020-12-08 15:44:28.793883,378.78,2.4,no llego en tiempo, Michael Kors
301,Deporte,9,2020-10-03 11:58:02.365117,286.43,0.0,no llego el producto,Nike
359,Ferreteria,6,2019-12-01 13:15:58.677271,237.22,2.7,me gusto,3M
369,Libros,2,2020-12-01 23:26:55.778102,281.07,1.5,muy malo,Platena Comic
161,Ferreteria,3,2019-04-21 15:23:16.284332,435.98,4.6,justo lo que esperaba,Sika
46,Juguetes,7,2019-07-17 05:36:17.085700,252.12,4.0,justo lo que esperaba,Fisher-price
96,Hogar,1,2019-01-04 11:53:46.815778,105.11,0.4,muy malo,Henkel
31,Libros,5,2020-07-24 18:45:49.092869,278.17,4.6,buena relacion calidad-precio,Platena Comic
168,Zapatos,2,2020-03-04 23:48:58.681247,59.77,2.4, la calidad no es la esperada,Skechers
329,Juguetes,4,2020-08-02 06:19:21.505602,372.62,2.1, la calidad no es la esperada,Fisher-price
463,Juguetes,1,2020-03-14 13:28:34.930257,39.27,2.8,llego justo a tiempo,Chicco
80,Accesorios,4,2019-09-22 08:17:09.418568,339.03,3.3, cumple las expectativas,Polo
124,Zapatos,6,2020-02-29 13:48:34.969473,324.26,1.7, la calidad no es la esperada,Skechers
384,Juguetes,3,2019-04-14 02:12:56.995151,312.14,3.5, cumple las expectativas,Chicco
336,Hogar,3,2020-12-06 19:38:16.338106,120.57,0.8,muy malo,Colgate - palmolive
101,Ropa,2,2019-05-27 01:07:12.575809,263.55,0.2,muy malo,Roxy
478,Baño,11,2019-02-05 04:06:11.393032,471.66,2.5, la calidad no es la esperada,Cristasol
276,Libros,4,2019-10-07 04:38:24.500263,201.36,1.1,no cumple las expectativas,Platena Comic
217,Cocina,5,2019-06-11 22:37:26.961146,482.81,1.7,no llego en tiempo,Flora
383,Ropa,3,2019-04-21 05:25:26.187915,312.99,1.6,no llego en tiempo,Hollister
