usuario,categorias,numero_articulos,fecha,precio,valoracion,comentarios,proveedores
143,Zapatos,6,2019-03-23 16:07:19.664417,297.26,2.8,me gusto,Skechers
235,Deporte,2,2020-08-10 03:44:49.242638,94.69,2.2,no llego en tiempo,Adidas
43,Electronica,3,2020-07-30 05:08:18.932368,298.22,2.0,el paquete llego en mal estado,General Electric
398,Accesorios,4,2020-05-04 03:25:28.098256,419.84,3.1, cumple las expectativas, Michael Kors
151,Juguetes,9,2020-01-25 03:41:37.339469,135.29,1.0,no llego el producto,Fisher-price
331,Zapatos,3,2019-03-29 17:37:19.901206,277.11,1.7,el paquete llego en mal estado,Crocs
38,Electronica,10,2020-09-24 14:13:57.038145,262.14,2.4, la calidad no es la esperada,Sony
398,Ferreteria,6,2020-12-15 22:40:35.109716,32.48,3.9, muy bueno!,Pavco
49,Juguetes,10,2020-07-18 05:44:07.615712,65.03,4.7,buena relacion calidad-precio,Playmobile
106,Ropa,11,2020-08-23 16:45:50.272805,286.51,2.8, cumple las expectativas,Hollister
334,Juguetes,4,2020-06-06 05:22:04.334423,347.95,4.8,justo lo que esperaba,Chicco
340,Zapatos,2,2020-04-01 20:11:33.621828,463.66,2.2,no llego en tiempo,Camper
326,Zapatos,6,2019-01-24 06:48:04.771180,176.09,1.6, la calidad no es la esperada,New balance
497,Libros,5,2019-02-12 17:46:10.369534,303.34,3.5, cumple las expectativas,Ediciones Tomodomo
235,Accesorios,9,2019-02-20 14:16:09.098398,52.45,0.8,no llego el producto,Polo
100,Juguetes,11,2019-04-29 10:12:00.209863,33.44,0.9,muy malo,Fisher-price
464,Ropa,10,2019-09-16 10:11:10.599817,354.26,3.0, cumple las expectativas,Levis
288,Accesorios,1,2020-10-20 02:22:56.941600,138.26,2.3,no llego en tiempo,Ray-ban
276,Ferreteria,5,2020-01-25 00:44:19.732990,456.57,1.0,muy malo,Pavco
275,Zapatos,9,2019-11-30 16:25:06.407390,17.77,4.2,justo lo que esperaba,New balance
86,Deporte,2,2019-03-20 22:59:32.664923,414.79,4.6,buena relacion calidad-precio,Under Armour
315,Baño,4,2019-12-15 22:33:25.469094,251.86,2.7, cumple las expectativas,KH7
51,Ferreteria,5,2019-04-23 21:55:04.322663,240.01,2.5,no llego en tiempo,Pavco
69,Hogar,7,2019-11-16 19:07:53.340739,112.69,0.0,muy malo,Vileda
86,Hogar,7,2019-02-11 09:31:24.235495,390.33,0.2,muy malo,Henkel
468,Zapatos,5,2020-06-17 21:17:12.480622,75.43,3.4, cumple las expectativas,Camper
392,Zapatos,8,2019-12-30 04:32:27.313846,149.1,3.5, cumple las expectativas,New balance
460,Zapatos,7,2019-08-29 01:31:50.177911,230.48,1.1,no cumple las expectativas,Skechers
88,Electronica,5,2020-01-29 14:39:16.938828,162.2,3.7, muy bueno!,Apple
384,Deporte,7,2019-06-27 00:44:02.360215,162.0,0.6,no cumple las expectativas,Adidas
112,Accesorios,5,2019-06-05 08:15:16.294324,328.83,0.2,no llego el producto,Ray-ban
478,Deporte,7,2020-11-02 18:07:21.127436,346.13,0.4,no cumple las expectativas,Adidas
112,Baño,8,2020-05-09 08:59:44.917208,116.56,3.4,me gusto,Don limpio
161,Accesorios,1,2020-03-01 23:47:31.268991,398.93,2.9, cumple las expectativas, Michael Kors
445,Electronica,4,2019-02-03 10:04:19.026442,170.03,4.3,justo lo que esperaba,General Electric
184,Hogar,2,2020-02-07 03:35:55.091632,492.29,3.3, cumple las expectativas,Vileda
320,Electronica,9,2020-08-21 07:04:14.784296,288.03,1.2,no cumple las expectativas,Sony
58,Ferreteria,1,2019-12-10 09:17:24.748534,237.35,4.1,justo lo que esperaba,3M
336,Accesorios,2,2020-01-17 20:29:31.328966,186.25,2.4,el paquete llego en mal estado,Polo
371,Deporte,4,2020-01-30 11:46:42.019811,442.54,3.7, muy bueno!,Asics
274,Ferreteria,2,2019-03-27 06:02:10.968637,196.36,0.2,muy malo,Pavco
427,Zapatos,5,2019-02-26 20:45:19.348404,466.31,4.7, muy bueno!,Camper
4,Ferreteria,11,2020-08-19 15:26:14.448359,489.91,0.6,muy malo,Sika
428,Electronica,5,2019-01-20 07:45:45.339706,178.95,3.9,justo lo que esperaba,Samsumg
363,Hogar,6,2019-02-05 05:20:25.664411,370.84,0.0,no llego el producto,Colgate - palmolive
397,Juguetes,3,2019-08-30 20:46:43.010280,156.44,0.8,no cumple las expectativas,Playmobile
349,Libros,9,2020-04-20 22:00:23.217090,102.34,4.0,buena relacion calidad-precio,Platena Comic
427,Juguetes,6,2019-10-05 14:27:55.396784,15.02,3.9, muy bueno!,Chicco
99,Libros,11,2020-10-25 06:09:58.711040,401.54,2.0, la calidad no es la esperada,Valdemar
362,Accesorios,6,2019-07-08 22:38:55.363226,167.07,2.6,llego justo a tiempo,Polo
202,Libros,7,2020-08-23 09:33:41.059189,230.74,4.4,justo lo que esperaba,Alianza Editorial
370,Libros,10,2020-06-18 12:50:12.244957,431.29,4.7,buena relacion calidad-precio,Platena Comic
472,Accesorios,2,2020-06-24 08:55:11.331768,268.62,3.2,me gusto,Ray-ban
323,Hogar,11,2020-05-30 04:05:28.385812,68.21,1.5,no cumple las expectativas,Vileda
123,Accesorios,2,2019-11-22 23:02:41.772451,18.18,1.4,no llego el producto,Polo
338,Baño,8,2019-09-15 19:28:13.993322,427.95,3.3, cumple las expectativas,Cif
142,Deporte,6,2020-09-19 09:24:52.714960,499.43,4.8,justo lo que esperaba,Asics
66,Ferreteria,5,2020-10-09 06:48:33.016034,274.69,2.3, la calidad no es la esperada,Pavco
308,Juguetes,2,2019-02-27 13:17:02.497762,97.1,3.6,justo lo que esperaba,Fisher-price
149,Electronica,7,2020-09-16 09:29:18.981812,164.88,3.4,me gusto,Sony
301,Juguetes,1,2020-12-07 20:15:22.165569,317.29,2.0, la calidad no es la esperada,Lego
39,Deporte,8,2019-06-06 08:02:32.149740,327.56,4.1, muy bueno!,Nike
181,Ferreteria,9,2019-02-19 12:01:55.073429,386.55,0.0,no llego el producto,3M
261,Juguetes,2,2019-03-09 20:18:37.922430,323.29,4.8,justo lo que esperaba,Fisher-price
309,Juguetes,4,2020-09-25 20:48:36.587218,324.61,2.7,llego justo a tiempo,Playmobile
210,Ropa,1,2020-12-06 04:50:58.368590,227.13,1.8,no llego en tiempo,Hollister
200,Baño,10,2019-05-20 21:34:53.593131,490.25,2.2,no llego en tiempo,Don limpio
342,Accesorios,2,2019-10-26 00:22:55.779453,293.8,4.4,buena relacion calidad-precio, Michael Kors
354,Deporte,7,2020-01-18 03:18:51.527382,184.6,2.1,no llego en tiempo,Nike
320,Ropa,6,2019-01-11 13:29:07.256464,195.58,2.7,me gusto,Levis
95,Baño,4,2019-08-02 06:00:45.248435,243.35,1.8,no llego en tiempo,Don limpio
80,Electronica,2,2019-08-04 09:36:01.146492,370.75,4.0,justo lo que esperaba,Samsumg
394,Hogar,1,2020-09-03 10:04:27.958405,440.42,0.5,no llego el producto,Vileda
422,Cocina,7,2020-10-01 12:39:02.855183,274.52,0.4,muy malo,Nescafe
388,Deporte,5,2019-12-02 16:40:20.173855,22.49,3.3,me gusto,Nike
226,Libros,4,2020-10-16 11:49:25.883346,329.26,3.2, cumple las expectativas,Alianza Editorial
365,Ferreteria,6,2020-10-15 03:17:52.455598,379.42,0.5,no llego el producto,Pavco
29,Ropa,9,2019-07-16 02:48:14.804887,380.12,1.4,no cumple las expectativas,Hollister
232,Juguetes,10,2019-11-05 13:35:57.833085,481.57,4.7,justo lo que esperaba,Chicco
48,Libros,4,2020-06-14 06:26:42.506508,403.42,2.2, la calidad no es la esperada,Ediciones Tomodomo
152,Deporte,8,2019-02-02 00:54:30.648901,287.11,0.0,no cumple las expectativas,Under Armour
500,Accesorios,4,2019-10-08 14:19:47.155082,185.64,2.0, la calidad no es la esperada, Michael Kors
347,Hogar,2,2019-09-27 18:49:48.160996,495.41,5.0, muy bueno!,Vileda
156,Baño,1,2019-04-01 08:06:11.762760,221.72,3.2,llego justo a tiempo,KH7
474,Deporte,3,2019-04-27 15:30:36.530381,418.5,2.6,llego justo a tiempo,Nike
74,Libros,1,2019-05-25 09:29:31.661848,438.05,0.0,muy malo,Alianza Editorial
143,Baño,3,2019-02-24 12:44:08.902534,416.28,2.6,llego justo a tiempo,Don limpio
296,Accesorios,9,2019-02-17 07:13:26.048375,80.49,4.8,justo lo que esperaba,Ray-ban
378,Ropa,9,2019-02-10 14:07:03.550730,390.62,4.2, muy bueno!,Roxy
87,Zapatos,2,2019-07-12 13:20:19.262740,403.84,4.3, muy bueno!,Skechers
15,Ropa,8,2020-02-29 11:00:38.253332,221.36,1.7,no llego en tiempo,Roxy
348,Ferreteria,1,2020-06-02 23:14:52.154535,418.22,2.4, la calidad no es la esperada,Sika
17,Ropa,6,2019-08-27 22:28:32.741154,311.17,0.4,no cumple las expectativas,Hollister
209,Hogar,11,2020-12-12 05:20:39.981649,440.4,4.5, muy bueno!,Vileda
412,Cocina,2,2020-12-09 08:51:33.419947,201.08,1.8, la calidad no es la esperada,Bimbo
378,Accesorios,1,2019-11-26 04:34:56.542773,244.81,4.1,justo lo que esperaba,Bimba y Lola
10,Ropa,4,2020-07-22 03:18:29.162662,305.99,3.1,me gusto,Roxy
282,Electronica,8,2020-01-22 11:35:07.147678,393.89,1.9, la calidad no es la esperada,Sony
420,Cocina,4,2019-06-29 16:22:39.733052,261.17,4.9, muy bueno!,Oscar mayer
374,Zapatos,5,2020-07-10 14:43:02.553206,50.88,0.3,muy malo,Crocs
109,Electronica,11,2020-01-23 12:23:35.385604,481.68,2.7,me gusto,General Electric
170,Electronica,7,2020-06-17 20:54:42.740372,227.61,1.7, la calidad no es la esperada,Apple
167,Deporte,7,2019-10-04 10:28:28.541418,147.46,2.4,no llego en tiempo,Adidas
290,Baño,1,2019-03-07 17:37:18.904221,224.68,4.7,justo lo que esperaba,KH7
115,Cocina,9,2019-01-22 03:42:56.385419,274.32,4.8, muy bueno!,Bimbo
111,Cocina,1,2019-09-02 10:22:32.884872,129.14,3.0, cumple las expectativas,Flora
63,Baño,6,2019-12-16 04:45:29.816366,488.72,3.3,me gusto,Cristasol
453,Hogar,9,2020-09-01 02:40:05.832518,145.57,2.0,el paquete llego en mal estado,Vileda
274,Ferreteria,5,2019-09-14 00:36:26.850610,351.91,1.7,no llego en tiempo,3M
346,Libros,3,2020-09-19 10:42:38.861335,195.15,2.5,el paquete llego en mal estado,Valdemar
197,Cocina,9,2019-04-09 08:19:20.414813,197.42,1.9, la calidad no es la esperada,Bimbo
133,Zapatos,5,2019-02-15 22:36:46.051806,328.43,0.6,no llego el producto,Skechers
50,Hogar,1,2020-07-13 20:12:25.416409,73.72,2.8,llego justo a tiempo,Unilever
381,Ropa,9,2019-03-28 13:52:17.430952,274.58,3.7,buena relacion calidad-precio,Roxy
55,Ropa,8,2019-01-17 08:59:52.705173,342.19,3.1, cumple las expectativas,Hollister
459,Ferreteria,9,2019-01-08 19:03:54.246377,7.72,3.1,llego justo a tiempo,Pavco
223,Hogar,8,2020-08-11 01:40:17.483187,188.86,0.2,muy malo,Henkel
447,Juguetes,6,2019-01-13 02:58:26.790483,288.03,1.2,muy malo,Playmobile
307,Juguetes,4,2020-05-31 05:17:27.836303,491.97,4.9, muy bueno!,Lego
473,Hogar,1,2019-01-01 01:10:39.920091,277.34,5.0,buena relacion calidad-precio,Unilever
73,Cocina,11,2019-10-09 08:06:38.907069,158.04,3.6,buena relacion calidad-precio,Oscar mayer
440,Juguetes,3,2020-09-14 02:01:33.797904,243.79,1.2,muy malo,Fisher-price
175,Libros,9,2019-12-25 00:38:59.580440,189.21,0.7,no llego el producto,Platena Comic
257,Accesorios,9,2020-07-10 16:26:11.645108,155.85,0.0,no llego el producto,Polo
488,Deporte,2,2019-01-04 20:42:04.355488,423.55,1.7,el paquete llego en mal estado,Adidas
127,Cocina,11,2020-04-08 16:47:04.539986,322.9,4.8,justo lo que esperaba,Flora
481,Baño,7,2019-06-25 12:57:20.930619,394.89,2.3, la calidad no es la esperada,Cif
197,Accesorios,2,2020-03-05 06:53:23.267408,380.55,0.6,muy malo,Bimba y Lola
346,Deporte,9,2020-07-23 14:21:54.992878,198.59,1.6, la calidad no es la esperada,Adidas
321,Ropa,9,2019-07-10 10:38:49.642927,243.37,0.9,no cumple las expectativas,Lacoste
386,Cocina,8,2020-10-15 14:03:26.842660,423.24,2.9,me gusto,Oscar mayer
369,Baño,9,2020-07-22 19:28:17.449577,105.69,1.3,muy malo,Cif
343,Zapatos,8,2020-03-29 04:01:44.467197,338.26,4.3, muy bueno!,Skechers
323,Zapatos,3,2020-05-06 22:38:17.955888,364.4,2.1,no llego en tiempo,Skechers
80,Accesorios,9,2020-06-09 01:25:12.299753,233.25,3.9, muy bueno!,Ray-ban
118,Zapatos,11,2019-11-11 05:21:55.532215,290.19,4.8,justo lo que esperaba,Camper
107,Electronica,5,2019-02-22 19:45:17.616337,289.22,1.6,el paquete llego en mal estado,Apple
490,Ropa,8,2020-08-16 12:30:11.977940,49.8,2.6,me gusto,Levis
325,Zapatos,6,2020-04-18 05:37:20.859157,117.51,3.7,buena relacion calidad-precio,Crocs
140,Ferreteria,8,2019-10-17 06:41:45.376635,268.21,4.1,buena relacion calidad-precio,3M
146,Hogar,5,2019-05-09 00:59:53.644977,349.05,1.6,no llego en tiempo,Vileda
396,Cocina,5,2019-02-08 11:29:26.607567,308.86,4.4,buena relacion calidad-precio,Nescafe
483,Cocina,9,2019-03-01 19:43:50.443789,489.56,0.2,no cumple las expectativas,Flora
286,Hogar,9,2019-06-23 12:15:56.729380,492.41,3.8, muy bueno!,Vileda
492,Libros,4,2019-07-30 18:26:22.843975,56.4,1.7,el paquete llego en mal estado,Ediciones Tomodomo
116,Electronica,1,2020-01-08 16:30:48.121251,242.74,1.1,muy malo,General Electric
155,Deporte,8,2019-05-07 02:20:06.518144,201.08,3.4,me gusto,Adidas
121,Libros,1,2019-02-01 18:16:57.600400,84.88,4.7,justo lo que esperaba,Platena Comic
52,Hogar,9,2020-12-10 17:41:57.773805,329.3,3.0,me gusto,Colgate - palmolive
51,Juguetes,5,2019-02-24 15:45:24.545919,70.82,2.1,no llego en tiempo,Fisher-price
297,Libros,6,2019-12-06 07:55:26.820563,106.82,1.8, la calidad no es la esperada,Platena Comic
413,Hogar,9,2019-10-30 22:44:32.989637,159.45,2.9,llego justo a tiempo,Henkel
432,Accesorios,9,2020-12-19 05:33:51.798835,373.14,0.2,no cumple las expectativas, Michael Kors
220,Ferreteria,10,2019-05-01 00:02:23.009855,366.84,4.2, muy bueno!,Pavco
242,Baño,7,2019-03-29 22:15:32.004332,333.57,4.8,justo lo que esperaba,Don limpio
459,Baño,6,2019-01-22 10:26:10.911605,348.38,0.9,muy malo,Cif
262,Deporte,9,2019-09-03 09:32:40.622263,293.04,2.7,me gusto,Adidas
154,Accesorios,9,2019-10-18 15:59:04.475461,14.19,1.0,no cumple las expectativas, Michael Kors
470,Electronica,4,2019-10-13 14:14:05.438123,40.87,2.8,llego justo a tiempo,Samsumg
46,Accesorios,10,2019-01-05 20:27:50.623870,94.68,2.1,el paquete llego en mal estado, Michael Kors
11,Baño,3,2019-05-25 06:08:12.853685,440.19,3.3,llego justo a tiempo,KH7
175,Libros,6,2020-08-15 11:12:15.883753,446.2,3.2,llego justo a tiempo,Ediciones Tomodomo
259,Cocina,7,2020-07-14 17:01:15.104335,206.29,4.9,justo lo que esperaba,Bimbo
94,Libros,9,2019-07-06 14:55:07.874459,348.15,3.2,llego justo a tiempo,Alianza Editorial
234,Baño,4,2020-09-06 12:04:30.406245,369.4,0.5,no llego el producto,KH7
132,Libros,1,2020-02-01 09:08:55.338701,234.73,4.2,justo lo que esperaba,Ediciones Tomodomo
27,Libros,5,2019-10-31 20:43:24.524233,147.36,3.1, cumple las expectativas,Alianza Editorial
311,Accesorios,1,2019-12-22 15:37:31.456537,73.94,0.6,no llego el producto,Bimba y Lola
321,Deporte,4,2020-02-20 16:24:06.512358,369.26,4.2,buena relacion calidad-precio,Nike
3,Cocina,7,2019-07-22 17:27:27.163661,284.67,0.7,no llego el producto,Oscar mayer
148,Electronica,10,2020-08-25 19:50:10.066423,366.3,4.4, muy bueno!,Apple
482,Zapatos,7,2020-03-27 22:47:28.218122,350.18,4.3,buena relacion calidad-precio,Skechers
166,Juguetes,9,2020-06-26 15:51:20.013276,14.31,4.8, muy bueno!,Lego
268,Electronica,1,2019-11-26 15:24:43.486119,255.39,1.0,muy malo,Apple
57,Electronica,8,2019-05-01 09:42:19.270742,124.45,3.9,justo lo que esperaba,Sony
339,Juguetes,10,2020-05-18 08:22:39.558186,340.12,3.7,buena relacion calidad-precio,Chicco
336,Baño,11,2019-10-04 09:37:13.595132,440.24,0.7,muy malo,KH7
301,Libros,4,2020-10-31 18:10:00.064416,321.76,4.9, muy bueno!,Ediciones Tomodomo
216,Deporte,7,2019-01-07 05:41:03.799762,228.48,3.0,llego justo a tiempo,Nike
88,Baño,2,2020-07-27 03:13:21.593775,491.06,3.7,buena relacion calidad-precio,Cristasol
295,Ferreteria,9,2020-12-12 21:57:41.409751,114.9,0.6,no llego el producto,Pavco
118,Juguetes,7,2020-05-27 15:39:42.671995,303.16,4.8, muy bueno!,Lego
95,Cocina,3,2020-01-24 16:34:23.280886,53.3,1.4,no cumple las expectativas,Oscar mayer
470,Accesorios,10,2019-06-15 19:51:41.681977,389.77,0.1,muy malo,Ray-ban
67,Juguetes,8,2020-11-02 02:05:54.967183,340.65,0.4,no cumple las expectativas,Fisher-price
204,Ferreteria,2,2019-09-27 15:11:07.525582,279.34,3.6,buena relacion calidad-precio,3M
376,Juguetes,7,2019-10-30 07:31:40.378965,464.79,0.5,no llego el producto,Playmobile
79,Ropa,6,2020-05-21 14:59:58.686358,342.82,2.3,no llego en tiempo,Lacoste
399,Libros,6,2019-06-21 11:04:47.437589,324.14,4.1,justo lo que esperaba,Ediciones Tomodomo
190,Cocina,2,2020-04-09 05:57:52.781089,83.96,0.5,no cumple las expectativas,Flora
405,Juguetes,2,2020-07-07 11:01:40.025432,323.79,4.0, muy bueno!,Lego
448,Accesorios,3,2019-03-30 01:16:03.162555,146.41,4.2,justo lo que esperaba,Bimba y Lola
312,Juguetes,3,2020-01-15 21:10:28.313257,165.41,2.5, la calidad no es la esperada,Fisher-price
50,Juguetes,4,2020-06-04 23:19:30.701569,213.85,3.2, cumple las expectativas,Fisher-price
272,Deporte,10,2019-02-09 17:49:29.454296,398.7,4.5, muy bueno!,Adidas
371,Juguetes,5,2020-03-29 19:05:05.452669,464.63,4.8,buena relacion calidad-precio,Chicco
180,Juguetes,2,2019-05-05 00:21:24.781153,62.03,4.9, muy bueno!,Lego
436,Ferreteria,5,2020-11-19 21:52:41.533837,487.7,3.1, cumple las expectativas,Pavco
56,Ropa,3,2019-04-10 11:53:18.073832,259.76,3.7,buena relacion calidad-precio,Levis
132,Electronica,1,2019-01-05 02:36:59.363390,385.16,4.9,buena relacion calidad-precio,Samsumg
249,Baño,2,2019-01-10 08:21:05.599639,263.01,4.1, muy bueno!,KH7
491,Baño,2,2019-11-25 15:11:05.350209,183.7,1.8,el paquete llego en mal estado,Cif
422,Deporte,7,2019-12-09 04:28:03.543285,174.4,4.9,buena relacion calidad-precio,Nike
412,Electronica,6,2020-04-11 07:26:22.296349,68.01,0.8,no llego el producto,Apple
144,Zapatos,11,2019-11-03 01:41:21.752219,59.51,3.0,llego justo a tiempo,Camper
188,Accesorios,8,2019-07-11 11:15:03.286086,214.97,3.2, cumple las expectativas,Ray-ban
367,Hogar,10,2020-06-21 00:10:21.311577,298.04,3.5,llego justo a tiempo,Vileda
5,Hogar,4,2019-05-15 05:17:16.939735,278.79,3.7, muy bueno!,Colgate - palmolive
82,Ropa,2,2020-01-30 12:57:50.502918,361.99,4.6, muy bueno!,Lacoste
494,Libros,10,2019-09-24 16:58:28.840079,90.98,4.0,buena relacion calidad-precio,Valdemar
368,Hogar,8,2019-10-20 08:58:10.513905,474.75,1.0,no llego el producto,Unilever
470,Baño,1,2019-09-26 22:53:32.369716,452.07,2.9, cumple las expectativas,Cif
312,Ropa,10,2020-07-27 13:49:22.959423,251.0,4.4,justo lo que esperaba,Lacoste
88,Electronica,6,2020-03-03 12:38:03.502296,144.27,4.8, muy bueno!,Sony
149,Ferreteria,9,2020-11-11 13:13:07.384286,328.21,0.4,muy malo,3M
3,Ropa,3,2020-05-07 00:54:08.051326,255.31,0.8,muy malo,Hollister
28,Accesorios,3,2019-08-10 15:37:30.856706,253.57,1.1,muy malo,Bimba y Lola
289,Baño,1,2019-06-20 01:48:23.381975,437.79,3.6,justo lo que esperaba,Don limpio
80,Deporte,8,2019-10-25 18:27:04.057494,429.72,0.1,no cumple las expectativas,Asics
467,Libros,6,2019-09-20 16:25:28.380090,357.75,0.9,muy malo,Platena Comic
224,Juguetes,1,2019-04-05 01:21:10.977605,167.68,2.5, la calidad no es la esperada,Lego
231,Ropa,5,2020-04-28 10:08:32.384173,122.08,1.1,muy malo,Roxy
256,Electronica,6,2020-02-22 08:13:48.639835,396.27,2.5,no llego en tiempo,Apple
107,Ferreteria,2,2019-05-24 10:49:40.812236,388.54,3.7, muy bueno!,Pavco
310,Electronica,2,2019-11-01 04:29:08.073934,281.5,4.5,justo lo que esperaba,Apple
500,Baño,3,2020-06-22 09:37:22.994889,217.21,0.6,no llego el producto,Cif
9,Cocina,8,2019-11-30 03:26:35.793747,197.82,4.9,buena relacion calidad-precio,Flora
152,Zapatos,8,2020-05-09 11:42:28.404700,196.88,0.2,no cumple las expectativas,New balance
376,Zapatos,6,2020-03-28 12:19:08.103991,460.19,2.8,llego justo a tiempo,Camper
27,Baño,8,2019-10-06 09:37:04.052600,408.95,0.4,no cumple las expectativas,Cristasol
381,Ropa,5,2020-06-21 00:42:03.384060,237.15,0.2,no llego el producto,Hollister
36,Ropa,8,2019-09-23 16:59:40.768761,77.0,3.4,me gusto,Levis
169,Libros,2,2019-04-27 14:27:40.381819,197.24,3.0, cumple las expectativas,Alianza Editorial
273,Baño,4,2019-01-23 01:36:27.865850,154.98,3.9,justo lo que esperaba,Don limpio
342,Ropa,4,2019-01-03 18:05:22.960250,176.88,4.4,justo lo que esperaba,Lacoste
491,Baño,6,2019-08-14 01:56:05.680041,175.47,0.1,no llego el producto,Cif
74,Hogar,9,2019-10-14 08:56:42.087657,310.23,1.7,no llego en tiempo,Unilever
152,Zapatos,3,2020-06-07 01:53:52.918601,96.3,2.7,me gusto,Camper
311,Baño,5,2020-02-14 03:36:19.551911,427.95,1.4,no cumple las expectativas,KH7
82,Deporte,5,2020-05-02 15:31:46.531939,65.45,4.3, muy bueno!,Nike
208,Ferreteria,9,2020-02-09 17:22:59.391382,7.29,2.7,me gusto,Pavco
355,Hogar,10,2019-04-21 14:45:57.132481,20.86,4.3,buena relacion calidad-precio,Unilever
365,Electronica,3,2019-03-05 00:30:51.702985,407.16,0.2,no cumple las expectativas,General Electric
329,Electronica,6,2020-10-25 09:49:40.017874,302.84,1.5,no cumple las expectativas,Apple
157,Ropa,7,2019-05-19 01:53:59.364980,160.0,2.7,llego justo a tiempo,Levis
294,Accesorios,3,2019-10-15 14:33:09.972523,222.92,4.3,justo lo que esperaba,Bimba y Lola
150,Hogar,7,2019-03-12 14:07:59.446309,176.73,0.3,muy malo,Vileda
247,Zapatos,11,2020-06-30 22:55:54.422619,465.69,4.9,justo lo que esperaba,New balance
123,Zapatos,5,2020-09-21 13:54:30.331647,125.79,3.8, muy bueno!,Crocs
470,Cocina,3,2020-02-27 19:25:11.534742,345.1,1.0,muy malo,Bimbo
278,Deporte,8,2020-12-20 23:46:48.898010,336.65,3.1,me gusto,Adidas
434,Electronica,4,2019-09-14 12:15:30.924799,225.84,4.0,justo lo que esperaba,General Electric
68,Juguetes,11,2019-09-02 19:28:18.058961,446.37,4.7,buena relacion calidad-precio,Chicco
213,Electronica,3,2020-03-14 09:10:32.458059,470.75,4.0,justo lo que esperaba,Apple
143,Zapatos,9,2020-10-03 03:47:26.333621,53.02,2.7,me gusto,Skechers
82,Deporte,6,2019-03-12 09:57:10.826399,111.84,1.0,muy malo,Adidas
23,Zapatos,5,2019-03-05 01:33:34.828679,301.64,4.6,buena relacion calidad-precio,New balance
296,Zapatos,3,2019-10-17 10:54:12.376398,263.3,0.6,muy malo,Crocs
150,Baño,11,2019-09-20 02:07:14.420434,49.3,4.1,buena relacion calidad-precio,Cif
16,Cocina,2,2019-08-16 08:06:58.908983,73.39,4.1,buena relacion calidad-precio,Bimbo
340,Libros,8,2019-02-15 05:50:52.697069,199.95,4.2,buena relacion calidad-precio,Platena Comic
431,Baño,5,2020-05-16 15:54:39.248893,344.11,0.6,muy malo,Don limpio
264,Accesorios,5,2019-10-06 10:09:17.221807,484.0,0.5,muy malo, Michael Kors
366,Ropa,5,2019-07-02 00:39:09.716760,208.12,1.8,no llego en tiempo,Lacoste
425,Juguetes,4,2020-07-01 06:32:04.825016,316.7,4.4, muy bueno!,Playmobile
251,Ropa,9,2020-02-22 12:02:01.070520,59.18,0.7,no llego el producto,Roxy
35,Accesorios,2,2020-05-06 11:12:57.751443,150.07,2.4,no llego en tiempo,Polo
368,Electronica,7,2019-06-17 22:22:56.212319,499.23,4.3, muy bueno!,Apple
324,Juguetes,8,2019-06-11 18:51:59.877508,315.31,3.0, cumple las expectativas,Playmobile
382,Baño,1,2019-02-19 11:30:32.817107,449.19,2.1, la calidad no es la esperada,Don limpio
415,Deporte,10,2020-03-02 13:48:04.504092,193.7,3.0,llego justo a tiempo,Nike
112,Zapatos,7,2020-08-24 05:27:13.871532,495.53,2.0, la calidad no es la esperada,Crocs
150,Baño,10,2019-10-12 14:27:56.694467,258.0,2.9, cumple las expectativas,Don limpio
457,Cocina,1,2019-07-18 12:12:59.340406,372.99,4.3,buena relacion calidad-precio,Oscar mayer
491,Zapatos,3,2019-05-28 09:59:29.783174,410.62,2.9,llego justo a tiempo,Skechers
209,Hogar,11,2020-05-25 07:27:39.143902,99.99,2.7,me gusto,Henkel
39,Libros,4,2020-02-21 10:02:49.067036,97.95,0.4,no cumple las expectativas,Alianza Editorial
259,Ropa,11,2020-06-23 10:08:54.643017,404.44,3.8,buena relacion calidad-precio,Hollister
388,Juguetes,6,2020-03-26 16:36:39.159200,342.9,0.1,no cumple las expectativas,Lego
330,Accesorios,3,2020-03-23 05:06:34.426088,182.65,0.8,no cumple las expectativas, Michael Kors
42,Zapatos,7,2019-06-28 11:05:25.031226,208.31,4.6,buena relacion calidad-precio,Camper
451,Ferreteria,3,2020-11-06 02:32:40.761939,114.59,1.0,muy malo,3M
271,Deporte,6,2019-03-26 09:21:46.422038,359.8,0.3,no llego el producto,Asics
120,Deporte,6,2020-10-05 11:12:06.800192,438.75,2.1,el paquete llego en mal estado,Nike
435,Ropa,6,2019-03-15 06:42:48.383739,166.79,0.4,no cumple las expectativas,Lacoste
248,Zapatos,10,2020-09-20 09:29:07.601142,241.72,4.4,buena relacion calidad-precio,Camper
325,Cocina,7,2020-02-17 00:28:11.697993,153.35,4.9,justo lo que esperaba,Flora
454,Baño,11,2020-08-31 12:31:51.784489,72.5,2.8,me gusto,Cif
360,Hogar,9,2020-09-01 12:01:36.952630,301.59,3.3,me gusto,Vileda
398,Ferreteria,7,2020-10-11 09:13:07.103432,428.89,0.1,no cumple las expectativas,Yale
254,Ferreteria,6,2020-10-21 01:08:47.167340,230.53,3.5,llego justo a tiempo,Sika
55,Cocina,4,2019-11-14 09:18:41.930576,313.83,3.1, cumple las expectativas,Nescafe
99,Ferreteria,1,2020-03-24 07:25:22.226142,239.44,0.4,no llego el producto,Pavco
477,Hogar,3,2019-04-23 21:09:38.875739,439.56,2.0, la calidad no es la esperada,Colgate - palmolive
